id,magnitude,place,time,longitude,latitude,depth_km
us7000k7ly,4.7,"35 km SSE of Yujing, Taiwan",2023-06-10 09:12:34.074,120.6059,22.8318,21.189
us7000k7l7,4.9,"37 km SSE of Yujing, Taiwan",2023-06-10 05:31:54.874,120.6558,22.8409,26.564
us7000k7kv,4.6,"66 km WSW of Pangai, Tonga",2023-06-10 04:04:45.341,-174.9132,-20.0935,105.321
us7000k8xg,4.5,southeast of the Loyalty Islands,2023-06-10 00:27:48.466,171.6299,-23.2804,10.0
us7000k8pl,4.6,south of the Fiji Islands,2023-06-09 23:32:02.844,-177.1376,-23.6738,9.812
us7000k7jw,4.5,"137 km N of Saipan, Northern Mariana Islands",2023-06-09 22:46:20.695,145.732,16.4579,143.856
us7000k7je,4.6,"62 km NNE of Masohi, Indonesia",2023-06-09 22:25:00.787,129.2529,-2.8089,10.0
us7000k8pg,4.5,Macquarie Island region,2023-06-09 21:43:03.309,159.6411,-60.4115,10.0
us7000k7j3,4.8,Tonga,2023-06-09 21:33:05.776,-173.9434,-16.8578,102.593
us7000k7iz,5.9,Macquarie Island region,2023-06-09 21:21:42.613,160.2974,-60.5065,10.0
us7000k7iw,4.7,southeast of the Loyalty Islands,2023-06-09 21:04:10.337,170.6096,-23.2568,10.0
us7000k7id,5.7,southern Mid-Atlantic Ridge,2023-06-09 20:43:28.532,-12.6236,-47.3188,10.0
us7000k8pm,4.7,south of the Fiji Islands,2023-06-09 18:28:45.450,-177.1714,-23.652,10.538
us7000k7gk,4.6,"178 km WNW of Tuapejat, Indonesia",2023-06-09 17:17:29.906,98.2138,-1.2003,10.0
us7000k7bx,5.3,central Mid-Atlantic Ridge,2023-06-09 11:33:35.865,-34.015,7.1882,10.0
us7000k7bs,4.5,"103 km NNE of Tobelo, Indonesia",2023-06-09 10:47:58.168,128.2532,2.6326,100.834
us7000k7bn,4.9,"60 km NNE of Masohi, Indonesia",2023-06-09 10:34:04.723,129.2057,-2.8026,10.0
us7000k8p6,4.6,Mid-Indian Ridge,2023-06-09 09:44:25.401,65.6629,-12.2417,10.0
us7000k7bd,4.6,"153 km SE of Kuril’sk, Russia",2023-06-09 09:24:39.502,149.2866,44.2807,56.078
us7000k7ax,4.9,Mid-Indian Ridge,2023-06-09 06:09:07.728,66.2284,-13.2274,10.0
us7000k7a5,4.7,"Pulau-Pulau Sula, Indonesia",2023-06-09 02:24:15.285,125.687,-1.9529,10.0
us7000k79u,4.5,"near the east coast of the Kamchatka Peninsula, Russia",2023-06-09 01:04:53.365,162.9908,55.3836,44.35
us7000k79m,4.6,"4 km SE of San Mariano, Philippines",2023-06-09 00:30:42.285,126.0338,7.4716,89.105
us7000k78h,4.9,"11 km SW of Makurazaki, Japan",2023-06-08 21:20:55.904,130.2253,31.2018,189.852
us7000k78g,4.8,"106 km SSE of Ust’-Kamchatsk Staryy, Russia",2023-06-08 21:18:21.676,163.0302,55.3229,10.0
us7000k78d,4.6,"Rat Islands, Aleutian Islands, Alaska",2023-06-08 20:34:53.912,177.7629,51.7299,9.527
us7000k788,4.5,"Rat Islands, Aleutian Islands, Alaska",2023-06-08 20:33:15.476,177.6974,51.8886,10.814
us7000k782,5.7,"Rat Islands, Aleutian Islands, Alaska",2023-06-08 20:31:45.814,177.7846,52.1605,7.234
us7000k781,4.6,southeast of the Loyalty Islands,2023-06-08 19:13:05.282,170.9949,-23.4539,10.0
us7000k76x,4.6,western Xizang,2023-06-08 18:34:41.265,84.756,33.039,12.384
us7000k8fz,4.6,"135 km SE of Neiafu, Tonga",2023-06-08 16:46:59.309,-173.0183,-19.4602,10.384
us7000k754,4.9,"77 km ESE of Yigo Village, Guam",2023-06-08 14:32:01.255,145.577,13.355,65.844
us7000k74e,4.8,"6 km SSW of Atalánti, Greece",2023-06-08 12:33:53.310,22.9574,38.6013,10.0
us7000k745,4.7,"76 km ENE of Castlepoint, New Zealand",2023-06-08 12:00:25.014,176.9972,-40.5423,10.0
us7000k8fu,4.6,"272 km ESE of Tadine, New Caledonia",2023-06-08 10:18:22.785,170.3715,-22.3688,10.0
us7000k8fr,4.6,"159 km S of Kokopo, Papua New Guinea",2023-06-08 09:30:22.889,152.1021,-5.7761,10.0
us7000k73m,5.7,"263 km ESE of Tadine, New Caledonia",2023-06-08 09:19:27.447,170.28,-22.3497,11.0
us7000k72k,4.7,"Kermadec Islands, New Zealand",2023-06-08 07:49:10.925,-178.5529,-29.1496,210.724
us7000k72g,5.0,"153 km SSW of Kokopo, Papua New Guinea",2023-06-08 07:32:51.356,151.9814,-5.6982,10.0
us7000k72a,4.7,west of Macquarie Island,2023-06-08 06:23:05.428,140.4478,-53.7701,10.0
us7000k71w,5.2,Bouvet Island region,2023-06-08 04:02:32.597,-1.7995,-55.4402,10.0
us7000k71i,4.5,"101 km SSW of Uyuni, Bolivia",2023-06-08 01:42:04.404,-67.1878,-21.307,203.822
us7000k8f4,4.7,"60 km NNE of Ruteng, Indonesia",2023-06-07 23:18:37.306,120.6452,-8.0929,10.365
us7000k70z,4.6,"63 km SSE of Atiquipa, Peru",2023-06-07 23:08:20.237,-74.242,-16.3575,26.147
us7000k70x,4.9,"55 km SSW of Achanizo, Peru",2023-06-07 22:52:06.398,-74.1425,-16.2807,35.0
us7000k70w,4.5,"23 km SE of Londres, Argentina",2023-06-07 22:49:42.656,-66.9578,-27.8561,160.08
us7000k6zn,4.7,southeast of the Loyalty Islands,2023-06-07 20:02:32.394,170.4931,-22.8824,10.0
us7000k6zg,4.6,Kermadec Islands region,2023-06-07 19:46:33.073,-175.703,-28.717,10.0
us7000k6yf,5.1,"54 km WSW of Bahía Solano, Colombia",2023-06-07 17:39:23.875,-77.8504,6.0189,10.0
us7000k6xu,5.6,"146 km S of Wonosari, Indonesia",2023-06-07 17:04:55.412,110.7921,-8.8517,18.0
us7000k6xl,4.6,"35 km WNW of Tual, Indonesia",2023-06-07 16:31:34.779,132.4481,-5.5204,28.685
us7000k6xd,4.9,South Sandwich Islands region,2023-06-07 15:51:24.344,-27.171,-55.9036,35.0
us7000k6vb,4.6,Bulgaria,2023-06-07 12:26:38.692,24.8423,42.0428,10.0
us7000k8eq,4.5,"122 km ENE of Yarrabah, Australia",2023-06-07 12:13:05.439,147.0246,-16.7731,10.451
us7000k8em,4.5,"Luzon, Philippines",2023-06-07 10:16:59.791,122.8763,13.8062,21.012
us7000k6tu,4.8,"20 km SSW of Nyaungdon, Myanmar",2023-06-07 09:53:50.779,95.5462,16.8861,10.0
us7000k8eg,4.5,Southwest Indian Ridge,2023-06-07 02:25:26.647,46.6302,-38.7601,10.0
us7000k6s4,4.5,Fiji region,2023-06-07 02:17:22.271,-178.6341,-20.9807,572.002
us7000k8ec,4.5,"49 km NNE of Goroka, Papua New Guinea",2023-06-07 01:43:51.041,145.6352,-5.71,74.032
ak02379b8wum,4.5,"105 km ESE of Ugashik, Alaska",2023-06-07 00:56:36.622,-155.9271,57.0081,1.7
us7000k8fa,4.9,South Sandwich Islands region,2023-06-07 00:00:52.726,-26.6702,-60.3214,17.163
us7000k6rl,5.1,South Sandwich Islands region,2023-06-07 00:00:25.748,-26.9678,-60.3542,35.0
us7000k6rg,5.2,southeast of the Loyalty Islands,2023-06-06 23:38:10.066,170.4734,-23.053,17.452
us7000k6qr,4.5,Tajikistan-Xinjiang border region,2023-06-06 21:54:18.883,73.2367,38.0228,23.282
us7000k879,4.6,"273 km E of Vao, New Caledonia",2023-06-06 21:53:53.387,170.1138,-23.1251,10.0
us7000k6qq,5.1,"283 km E of Vao, New Caledonia",2023-06-06 21:48:02.492,170.2262,-23.0558,10.0
usd000jtzp,4.9,"270 km E of Vao, New Caledonia",2023-06-06 21:43:48.579,170.0901,-23.0942,10.0
us7000k6nz,4.5,"91 km NNE of Tocopilla, Chile",2023-06-06 17:41:52.679,-69.8923,-21.3184,54.307
us7000k6nx,4.7,"6 km SW of Frumu?eni, Romania",2023-06-06 17:26:52.623,21.4014,46.0645,10.222
us7000k87a,4.5,"Near the south coast of Papua, Indonesia",2023-06-06 17:10:44.599,133.75,-4.8096,10.0
us7000k6nv,4.5,"103 km ESE of Takahagi, Japan",2023-06-06 17:08:04.335,141.7519,36.3117,33.878
us7000k6nh,4.5,"124 km ENE of Hasaki, Japan",2023-06-06 16:10:37.730,142.0593,36.2453,27.696
us7000k6n9,4.7,"151 km S of False Pass, Alaska",2023-06-06 16:06:50.959,-163.1656,53.5032,17.032
us7000k6m9,4.7,"112 km W of Ternate, Indonesia",2023-06-06 14:17:39.019,126.3698,0.7602,34.244
us7000k6m2,4.6,"90 km NW of Neiafu, Tonga",2023-06-06 13:16:22.500,-174.493,-17.9904,123.476
us7000k6lb,4.9,Haiti region,2023-06-06 09:11:23.321,-74.2301,18.699,10.0
us7000k86t,4.7,"155 km ESE of Saipan, Northern Mariana Islands",2023-06-06 08:42:30.822,147.0205,14.5303,10.0
us7000k6kz,4.8,"63 km SW of Banjar, Indonesia",2023-06-06 07:23:06.974,107.0857,-7.651,55.528
us7000k80c,4.5,"127 km ENE of ‘Ohonua, Tonga",2023-06-05 23:15:47.336,-173.8294,-20.89,10.0
us7000k806,4.5,south of the Fiji Islands,2023-06-05 19:19:04.933,-179.5156,-23.3585,479.909
us7000k6gw,4.6,"11 km WNW of Lázaro Cárdenas, Mexico",2023-06-05 18:01:04.651,-100.1513,23.0196,10.0
us7000k6ge,4.5,Central Turkey,2023-06-05 16:40:47.905,36.5784,37.9672,10.496
us7000k6fx,4.8,"New Britain region, Papua New Guinea",2023-06-05 15:49:08.826,151.9962,-5.743,10.0
us7000k6fw,5.2,"156 km SSW of Kokopo, Papua New Guinea",2023-06-05 15:41:40.969,151.9904,-5.7319,10.0
us7000k6eg,4.7,"93 km SW of Tambolaka, Indonesia",2023-06-05 13:08:49.180,118.7098,-10.0963,37.76
us7000k6e9,4.8,"11 km SSE of Huambo, Peru",2023-06-05 12:43:38.669,-72.0772,-15.8336,10.24
us7000k6du,5.0,southern Peru,2023-06-05 11:55:30.521,-72.0405,-15.8993,10.0
us7000k6df,4.7,"99 km NNE of Hihifo, Tonga",2023-06-05 09:41:34.895,-173.5114,-15.1019,10.0
us7000k7zx,4.6,"100 km N of Maun, Botswana",2023-06-05 07:59:57.239,23.503,-19.0793,10.164
us7000k7zq,4.6,"283 km E of Vao, New Caledonia",2023-06-05 05:19:22.598,170.2339,-23.0091,10.0
us7000k7zl,4.6,Balleny Islands region,2023-06-05 03:14:13.612,156.5427,-62.0422,10.0
us7000k6bx,5.8,Balleny Islands region,2023-06-05 02:45:59.297,155.4298,-62.2765,10.0
us7000k6cm,4.8,southern Mid-Atlantic Ridge,2023-06-05 02:17:29.662,-16.7374,-40.0867,10.0
us7000k6bt,4.6,"Andaman Islands, India region",2023-06-05 02:09:45.778,95.4751,12.8765,10.0
us7000k7zk,4.6,southern Mid-Atlantic Ridge,2023-06-05 01:50:16.495,-16.8345,-40.2515,10.0
us7000k6bp,4.6,"164 km N of Las Khorey, Somalia",2023-06-05 01:43:55.410,47.9576,12.6288,10.0
us7000k6bk,4.6,"12 km NNW of Yigo Village, Guam",2023-06-05 01:12:27.578,144.8566,13.6457,139.576
us7000k6bg,4.6,west of Macquarie Island,2023-06-05 00:53:05.312,147.3689,-56.7448,10.0
us7000k6bc,5.3,west of Macquarie Island,2023-06-05 00:37:53.735,147.6358,-56.6991,10.0
us7000k6at,5.0,"121 km SSE of Itoman, Japan",2023-06-04 22:10:32.071,128.2919,25.1816,10.0
us7000k69i,4.9,Molucca Sea,2023-06-04 14:55:27.476,125.6479,1.6786,104.227
us7000k69f,4.5,"off the east coast of Honshu, Japan",2023-06-04 13:59:13.808,142.2694,37.2183,35.0
us7000k691,4.6,south of the Fiji Islands,2023-06-04 12:14:23.023,179.7446,-25.2145,497.807
us7000k67w,4.6,"160 km N of Las Khorey, Somalia",2023-06-04 07:13:18.176,48.0296,12.5989,10.0
us7000k67l,4.6,"83 km SE of San Pedro de Atacama, Chile",2023-06-04 06:05:26.335,-67.7179,-23.518,123.571
us7000k67k,5.1,"Papua, Indonesia",2023-06-04 05:52:04.205,137.3178,-3.0827,52.249
us7000k679,4.7,"53 km ENE of Ādīgrat, Ethiopia",2023-06-04 04:14:47.646,39.8828,14.5343,10.0
us7000k7ey,4.5,"6 km WSW of Aras-asan, Philippines",2023-06-04 03:27:21.128,126.261,8.8554,64.397
us7000k676,5.3,"105 km NE of Hihifo, Tonga",2023-06-04 03:16:57.133,-173.1804,-15.2113,35.0
us7000k7ex,4.5,"120 km NW of Saipan, Northern Mariana Islands",2023-06-04 02:09:52.903,144.979,16.0055,10.0
us7000k66v,4.8,"5 km ENE of Honchō, Japan",2023-06-04 01:58:33.077,140.0502,35.7132,73.864
us7000k66t,4.6,"Volcano Islands, Japan region",2023-06-04 01:46:32.880,143.0093,23.0467,79.027
us7000k66h,4.6,"144 km S of False Pass, Alaska",2023-06-04 00:54:50.821,-163.4572,53.5582,13.538
us7000k66c,5.2,"293 km WSW of Tual, Indonesia",2023-06-04 00:25:10.260,130.3819,-6.8207,114.92
us7000k664,4.8,"70 km SSW of Port-Vila, Vanuatu",2023-06-03 23:01:48.458,168.0768,-18.3273,35.0
us7000k661,4.6,"150 km S of False Pass, Alaska",2023-06-03 22:49:23.118,-163.2913,53.5034,10.0
us7000k65z,4.9,"Saipan region, Northern Mariana Islands",2023-06-03 22:39:43.558,144.9009,15.894,10.0
us7000k659,4.7,"23 km WNW of Port-Olry, Vanuatu",2023-06-03 19:22:07.233,166.8602,-14.9758,35.0
us7000k64k,4.7,"279 km WSW of Tual, Indonesia",2023-06-03 17:06:26.803,130.3349,-6.3651,133.431
us7000k642,4.6,"136 km S of False Pass, Alaska",2023-06-03 15:24:57.785,-163.3091,53.6328,20.963
us7000k7dy,4.5,"11 km SW of Odiongan, Philippines",2023-06-03 14:29:26.727,121.915,12.3326,35.691
us7000k63r,4.8,"140 km N of Las Khorey, Somalia",2023-06-03 14:10:35.418,48.2633,12.4312,10.0
us7000k63p,5.5,"155 km N of Las Khorey, Somalia",2023-06-03 13:58:03.320,48.0922,12.5626,10.0
us7000k62u,4.6,"Pagan region, Northern Mariana Islands",2023-06-03 10:57:34.245,145.6768,18.3588,108.575
us7000k62j,5.0,"26 km SW of Urakawa, Japan",2023-06-03 10:35:40.433,142.5738,41.978,61.61
us7000k7dj,4.6,"162 km N of Las Khorey, Somalia",2023-06-03 10:35:34.850,48.1236,12.6289,10.0
us7000k62k,4.9,"159 km N of Las Khorey, Somalia",2023-06-03 10:32:06.948,48.0291,12.5875,10.0
us7000k62h,5.6,"145 km N of Las Khorey, Somalia",2023-06-03 10:15:55.032,47.9835,12.4621,10.0
us7000k62d,5.0,"76 km NW of Ollagüe, Chile",2023-06-03 10:08:33.954,-68.7311,-20.6949,100.084
us7000k62c,4.6,"173 km N of Las Khorey, Somalia",2023-06-03 09:43:35.100,47.9368,12.7078,10.0
us7000k622,4.5,"157 km N of Las Khorey, Somalia",2023-06-03 08:56:03.580,47.9369,12.558,10.0
us7000k61z,4.6,"3 km W of Bañga, Philippines",2023-06-03 08:39:51.082,124.7491,6.421,10.533
us7000k61n,4.5,"49 km NE of Sarakhs, Iran",2023-06-03 07:48:45.208,61.6165,36.7948,10.12
us7000k61e,5.8,"164 km N of Las Khorey, Somalia",2023-06-03 07:17:46.330,48.1757,12.6434,10.0
us7000k61d,4.7,"11 km N of Lluta, Peru",2023-06-03 07:17:43.482,-72.0234,-15.9097,10.0
us7000k7dt,4.5,"166 km N of Las Khorey, Somalia",2023-06-03 07:08:36.446,48.1101,12.6663,10.0
us7000k61b,4.8,"135 km N of Las Khorey, Somalia",2023-06-03 07:04:25.789,48.1537,12.3849,10.0
us7000k618,4.6,"112 km N of Las Khorey, Somalia",2023-06-03 06:49:03.993,48.1589,12.1785,10.0
us7000k615,4.9,Gulf of Aden,2023-06-03 06:37:53.535,48.2403,12.5434,10.0
us7000k7dp,4.9,Gulf of Aden,2023-06-03 06:30:10.404,48.188,12.4693,10.0
us7000k613,4.9,"142 km N of Las Khorey, Somalia",2023-06-03 06:29:06.228,48.3762,12.4315,10.0
us7000k612,5.2,"144 km N of Las Khorey, Somalia",2023-06-03 06:23:27.578,48.2599,12.4599,10.0
us7000k7dd,4.5,"133 km N of Las Khorey, Somalia",2023-06-03 06:18:27.080,48.3064,12.3626,10.0
us7000k60k,4.7,"119 km E of Kimbe, Papua New Guinea",2023-06-03 04:18:23.272,151.2056,-5.4068,96.385
us7000k60j,4.6,Ascension Island region,2023-06-03 03:47:17.278,-11.593,-5.1364,10.0
us7000k609,5.0,"17 km SE of Huambo, Peru",2023-06-03 02:48:12.487,-71.9907,-15.8418,10.0
us7000k603,5.1,"Arequipa, Peru",2023-06-03 02:27:39.252,-71.7954,-15.8595,10.0
us7000k5zj,5.4,"3 km SSE of Chivay, Peru",2023-06-03 01:49:15.167,-71.5943,-15.6647,10.0
us7000k5zk,5.0,Vanuatu,2023-06-03 01:44:28.193,168.1268,-18.4392,35.0
us7000k7cs,4.5,"63 km S of Port-Vila, Vanuatu",2023-06-03 01:42:58.050,168.3253,-18.3138,13.214
us7000k5zb,4.9,"80 km SSW of Port-Vila, Vanuatu",2023-06-03 01:06:51.657,168.0986,-18.4357,37.26
us7000k5yb,5.0,"Catamarca, Argentina",2023-06-03 00:11:44.990,-66.5322,-27.4475,10.0
us7000k5xj,4.5,"297 km WNW of Houma, Tonga",2023-06-02 22:08:22.040,-178.0979,-20.6179,531.555
us7000k5xa,4.5,"237 km NNE of Lospalos, Timor Leste",2023-06-02 21:57:15.480,127.7706,-6.517,360.798
us7000k5x7,4.6,"65 km S of Sarangani, Philippines",2023-06-02 21:40:14.029,125.4626,4.809,10.0
us7000k5vc,4.6,"Jujuy, Argentina",2023-06-02 18:58:51.326,-66.8171,-23.4288,204.184
us7000k5uy,4.6,"11 km N of Bato Bato, Philippines",2023-06-02 17:40:04.655,120.9311,6.1356,10.0
us7000k5ux,5.1,"197 km SSW of Houma, Tonga",2023-06-02 17:39:19.640,-176.1183,-22.7789,80.485
us7000k5um,4.5,"4 km SSW of Umabay, Philippines",2023-06-02 16:22:04.608,123.6621,12.2724,35.0
us7000k5ub,4.5,"234 km E of Levuka, Fiji",2023-06-02 16:00:54.053,-178.5074,-17.6785,530.902
us7000k5u3,4.9,southeast of the Loyalty Islands,2023-06-02 15:53:54.328,171.6886,-23.2995,10.0
us7000k5u2,5.3,South Sandwich Islands region,2023-06-02 15:42:36.189,-25.4991,-60.9422,10.0
us7000k5si,4.9,"37 km SW of Bandar, Indonesia",2023-06-02 14:16:31.599,99.4829,1.8388,157.081
us7000k5sh,4.6,"96 km SSW of San Juan, Peru",2023-06-02 14:06:40.466,-75.5507,-16.1509,10.0
us7000k5sd,4.9,Vanuatu,2023-06-02 13:53:31.479,168.0706,-18.3848,31.116
us7000k5qy,4.9,southeast of the Loyalty Islands,2023-06-02 11:46:33.285,171.3006,-23.4547,28.382
us7000k7c8,4.6,south of Tonga,2023-06-02 10:44:52.782,-175.4328,-24.615,10.0
us7000k5qj,4.8,"178 km S of Kokopo, Papua New Guinea",2023-06-02 10:26:55.244,152.2496,-5.9536,10.0
us7000k5p3,5.1,"93 km S of Merizo Village, Guam",2023-06-02 05:25:36.841,144.7323,12.4233,10.0
us7000k5nz,5.1,southeast of the Loyalty Islands,2023-06-02 04:31:31.862,171.8772,-23.7819,10.0
us7000k7by,4.5,"182 km N of Sola, Vanuatu",2023-06-02 00:07:47.257,167.3336,-12.243,10.0
us7000k5md,5.4,"123 km SSE of Lata, Solomon Islands",2023-06-01 22:52:43.629,166.357,-11.693,70.892
us7000k5mc,4.6,"Pagan region, Northern Mariana Islands",2023-06-01 22:51:26.490,146.6852,18.1832,64.989
us7000k5m8,4.5,"49 km NW of San Antonio de los Cobres, Argentina",2023-06-01 22:32:53.205,-66.718,-23.9591,208.939
us7000k5m5,4.5,"162 km SSW of Kokopo, Papua New Guinea",2023-06-01 22:19:13.576,151.8234,-5.7425,10.0
us7000k5ly,4.5,"58 km ESE of Sarangani, Philippines",2023-06-01 21:38:56.071,125.979,5.2849,138.988
us7000k5ld,4.6,"158 km SSW of Kokopo, Papua New Guinea",2023-06-01 20:55:25.955,151.8582,-5.7125,10.0
us7000k73b,4.5,southeast of the Loyalty Islands,2023-06-01 20:43:37.427,171.3695,-23.3001,17.826
us7000k73a,4.6,"86 km NW of Tari, Papua New Guinea",2023-06-01 19:43:42.518,142.3807,-5.3034,9.915
us7000k5iz,4.5,"166 km S of Kokopo, Papua New Guinea",2023-06-01 15:27:27.950,152.0623,-5.8356,10.0
us7000k5hl,4.5,"Izu Islands, Japan region",2023-06-01 13:28:54.061,142.278,29.2837,10.0
us7000k5h3,4.5,"143 km WSW of Adak, Alaska",2023-06-01 11:47:15.613,-178.4496,51.247,35.0
us7000k5gr,4.8,"163 km S of Kokopo, Papua New Guinea",2023-06-01 11:00:59.003,152.0634,-5.8096,10.0
us7000k5gi,4.6,Guatemala,2023-06-01 10:02:08.943,-90.6804,14.6587,211.792
us7000k5gj,4.9,"154 km SSW of Kokopo, Papua New Guinea",2023-06-01 10:00:06.440,151.9258,-5.6959,10.0
us7000k5gg,4.6,"155 km S of Kokopo, Papua New Guinea",2023-06-01 09:42:15.010,151.9958,-5.7253,10.0
us7000k5g9,4.8,"151 km SSW of Kokopo, Papua New Guinea",2023-06-01 08:49:06.034,151.842,-5.6476,10.0
us7000k5g7,4.6,"165 km S of Kokopo, Papua New Guinea",2023-06-01 08:40:42.733,152.1526,-5.8377,10.0
us7000k72w,4.5,"148 km S of Kokopo, Papua New Guinea",2023-06-01 04:01:38.165,152.0163,-5.6589,10.0
us7000k5f5,4.9,"154 km SSW of Kokopo, Papua New Guinea",2023-06-01 03:51:08.803,151.9319,-5.6947,10.0
us7000k5eb,5.1,"160 km S of Kokopo, Papua New Guinea",2023-06-01 00:05:17.320,151.9878,-5.7635,35.0
us6000kwrp,4.7,"177 km E of Kuril’sk, Russia",2023-07-30 22:18:37.879,150.1343,45.3114,35.0
us6000kyn1,4.5,"Izu Islands, Japan region",2023-07-30 21:55:13.895,139.8628,31.5633,9.273
us6000kymw,4.5,"Mindanao, Philippines",2023-07-30 21:14:47.243,126.8404,9.1855,10.0
us6000kwqs,4.8,"208 km NNE of Shi Yomi, India",2023-07-30 18:33:44.613,94.8769,30.3618,10.0
us6000kwnm,5.2,South Sandwich Islands region,2023-07-30 08:43:58.846,-27.372,-55.923,52.112
us6000kwn5,4.5,"93 km S of Unalaska, Alaska",2023-07-30 08:02:57.226,-166.7593,53.0487,35.0
us6000kwmp,4.7,"178 km N of Gili Trawangan, Indonesia",2023-07-30 05:39:55.747,116.1172,-6.7414,531.126
us6000kwm4,4.9,"210 km NNE of Shi Yomi, India",2023-07-30 04:15:11.184,94.8507,30.3856,10.0
us6000kwll,5.2,near the north coast of Colombia,2023-07-30 02:27:04.683,-76.6299,9.0817,50.677
us6000kwlf,4.8,"25 km ENE of Curanilahue, Chile",2023-07-30 02:16:24.039,-73.0799,-37.385,45.77
us6000kwl8,5.0,Falkland Islands region,2023-07-30 01:10:42.733,-61.6532,-54.1926,10.0
us6000kwl6,5.7,off the coast of Central America,2023-07-30 01:10:29.594,-90.9046,12.8061,9.0
us6000kwl1,4.6,Honduras,2023-07-30 00:11:47.161,-87.557,13.1412,10.0
us6000kyfz,4.6,"102 km SSE of Hihifo, Tonga",2023-07-29 21:05:00.450,-173.3197,-16.7608,49.615
us6000kwjc,4.6,"235 km S of Burica, Panama",2023-07-29 18:52:21.667,-82.5082,5.9337,10.0
us6000kyfw,4.6,Mauritius - Reunion region,2023-07-29 17:52:13.278,66.2488,-20.2042,10.0
us6000kwjy,4.5,southern Mid-Atlantic Ridge,2023-07-29 16:54:43.128,-16.0737,-44.7511,10.0
us6000kwhp,5.0,"39 km SE of Tobelo, Indonesia",2023-07-29 11:19:09.875,128.233,1.4539,73.062
us6000kwhi,4.6,"7 km SE of Shimotsuke, Japan",2023-07-29 10:34:12.015,139.9253,36.3664,84.261
us6000kwgs,5.4,South Sandwich Islands region,2023-07-29 06:57:42.076,-26.1765,-58.6267,115.496
us6000kwg4,4.8,Pacific-Antarctic Ridge,2023-07-29 03:24:30.179,-134.0299,-54.3318,10.0
us6000kwfu,4.5,"20 km SW of Monjarás, Honduras",2023-07-29 02:10:37.827,-87.4852,13.0465,10.0
us6000kwf4,4.6,"Pagan region, Northern Mariana Islands",2023-07-29 00:27:22.435,146.9797,18.7421,35.0
us6000kyfg,4.6,south of Tonga,2023-07-29 00:03:01.530,-175.5436,-24.3952,10.0
us6000kwex,4.7,"110 km WNW of Höfn, Iceland",2023-07-28 23:55:46.740,-17.351,64.61,10.0
us6000kwei,4.6,"82 km SW of Victor Raul, Peru",2023-07-28 22:27:42.160,-79.3995,-8.8868,45.828
us6000kwb4,5.5,South Sandwich Islands region,2023-07-28 19:35:01.342,-25.1897,-58.7654,37.297
us6000kwam,5.9,"152 km SE of Port Blair, India",2023-07-28 19:23:46.487,93.5418,10.5368,88.891
ak0239lyp68s,5.0,"66 km SE of Kokhanok, Alaska",2023-07-28 19:11:22.434,-153.9767,59.0039,106.6
us6000kwah,4.6,"194 km NW of Sola, Vanuatu",2023-07-28 19:07:42.036,166.3207,-12.6008,56.429
us6000kw9k,5.0,"233 km E of Levuka, Fiji",2023-07-28 17:38:01.354,-178.4785,-17.9647,598.794
us6000kw99,4.6,"104 km SSE of Sola, Vanuatu",2023-07-28 17:04:15.391,168.0155,-14.7058,10.0
us6000kw9a,4.7,South Sandwich Islands region,2023-07-28 17:03:56.195,-25.2176,-58.7878,53.433
us6000kwa9,4.7,West Chile Rise,2023-07-28 14:42:48.897,-85.3249,-41.4547,10.0
us6000kw7h,4.7,south of the Fiji Islands,2023-07-28 13:35:22.513,-179.9869,-24.1514,502.509
us6000kxv6,4.5,Southwest Indian Ridge,2023-07-28 11:49:50.672,59.9343,-30.5128,10.0
ak0239lu27ma,4.6,Alaska Peninsula,2023-07-28 11:32:26.308,-155.6472,56.2871,6.0
us6000kw5n,4.8,"101 km SSE of Sola, Vanuatu",2023-07-28 09:05:23.228,168.0385,-14.6585,10.0
us6000kw3z,5.9,Southwest Indian Ridge,2023-07-28 07:58:55.884,59.7825,-30.4971,10.0
us6000kw3q,4.7,"133 km SE of Hiroo, Japan",2023-07-28 07:44:34.553,144.3692,41.3901,10.0
us6000kw3w,4.9,Southwest Indian Ridge,2023-07-28 07:25:20.811,59.9609,-30.5459,10.0
us6000kxv0,4.6,Southwest Indian Ridge,2023-07-28 07:22:13.915,60.0069,-30.5838,10.0
us6000kw2y,5.4,Southwest Indian Ridge,2023-07-28 07:13:15.431,59.9154,-30.5124,10.0
us6000kxux,4.6,Southwest Indian Ridge,2023-07-28 07:09:06.387,59.7555,-30.5398,10.0
us6000kw2w,5.5,Southwest Indian Ridge,2023-07-28 07:03:06.605,59.8464,-30.4395,10.0
us6000kxuv,4.7,Kermadec Islands region,2023-07-28 04:05:51.038,-176.4583,-30.1267,10.0
us6000kw25,4.6,"197 km N of Shi Yomi, India",2023-07-28 03:20:30.294,94.7327,30.2874,10.0
us6000kw1v,4.7,South Sandwich Islands region,2023-07-28 02:11:23.083,-23.815,-58.0555,10.0
us6000kw1y,4.8,"254 km SW of Merizo Village, Guam",2023-07-28 02:06:52.962,142.7416,11.9625,34.599
us6000kw1s,4.8,Vanuatu,2023-07-28 02:06:12.125,167.9145,-14.6216,10.0
us6000kw1l,4.8,"24 km SSW of Palora, Ecuador",2023-07-28 01:38:25.207,-78.0476,-1.9055,140.531
us6000kw0u,5.0,"206 km NNE of Shi Yomi, India",2023-07-27 22:13:55.178,94.8318,30.35,10.0
